participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.consent,player.condition,player.user_agent_browser,player.user_agent_browser_version,player.user_agent_os,player.user_agent_os_version,player.user_agent_device,player.user_agent_is_bot,player.user_agent_is_mobile,player.user_agent_is_tablet,player.user_agent_is_pc,player.attention_check,player.attention_check_passed,player.q1,player.q2,player.q3,player.q4,player.q5,player.q6,player.self_assesment,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
36,andt9oqe,,0,0,70,,,,0,,,0.0,36,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
37,0r9ud3st,,0,0,70,,,,0,,,0.0,37,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
38,mlsc9gj6,,0,0,70,,,,0,,,0.0,38,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
39,68dcw47o,,0,0,70,,,,0,,,0.0,39,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
40,paw3c7rn,,0,0,70,,,,0,,,0.0,40,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
41,aydc2ukd,,0,0,70,,,,0,,,0.0,41,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
42,qbfnnjj0,,0,0,70,,,,0,,,0.0,42,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
43,3cidhga9,,0,0,70,,,,0,,,0.0,43,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
44,xcq3kvwg,,0,0,70,,,,0,,,0.0,44,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
45,qxmmfonv,,0,0,70,,,,0,,,0.0,45,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
46,uso3vvx9,,0,0,70,,,,0,,,0.0,46,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
47,82eny9s1,,0,0,70,,,,0,,,0.0,47,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
48,gsl56zy7,,0,0,70,,,,0,,,0.0,48,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
49,kq5h0rae,,0,0,70,,,,0,,,0.0,49,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
50,c7u28rop,,0,0,70,,,,0,,,0.0,50,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
51,6d25s17z,,0,0,70,,,,0,,,0.0,51,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
52,2x0qwt2r,,0,0,70,,,,0,,,0.0,52,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
53,wr82d0h3,,0,0,70,,,,0,,,0.0,53,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
54,lfgpawvm,,0,0,70,,,,0,,,0.0,54,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
55,4x7nacib,,0,0,70,,,,0,,,0.0,55,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
56,hqknu841,,0,0,70,,,,0,,,0.0,56,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
57,djtxrcoz,,0,0,70,,,,0,,,0.0,57,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
58,pwwkjhxj,,0,0,70,,,,0,,,0.0,58,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
59,smokdg35,,0,0,70,,,,0,,,0.0,59,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
60,2kbeo2nc,,0,0,70,,,,0,,,0.0,60,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
61,fsayt5hf,,0,0,70,,,,0,,,0.0,61,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
62,fqmhhj1a,,0,0,70,,,,0,,,0.0,62,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
63,0tq5y7f2,,0,0,70,,,,0,,,0.0,63,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
64,4np9tt1g,,0,0,70,,,,0,,,0.0,64,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
65,bu9v8yvy,,0,0,70,,,,0,,,0.0,65,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
66,m928qo3v,,0,0,70,,,,0,,,0.0,66,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
67,14mzkvor,,0,0,70,,,,0,,,0.0,67,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
68,ltlvbkfj,,0,0,70,,,,0,,,0.0,68,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
69,15bhfgfc,,0,0,70,,,,0,,,0.0,69,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
70,q0kr1hjm,,0,0,70,,,,0,,,0.0,70,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
71,ozcmoapu,,0,0,70,,,,0,,,0.0,71,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
72,go40vlta,,0,0,70,,,,0,,,0.0,72,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
73,sozpi193,,0,0,70,,,,0,,,0.0,73,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
74,8vxjzbs1,,0,0,70,,,,0,,,0.0,74,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
75,uw54gf90,,0,0,70,,,,0,,,0.0,75,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
76,tshzo947,,0,0,70,,,,0,,,0.0,76,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
77,byall473,,0,0,70,,,,0,,,0.0,77,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
78,xkav2oxd,,0,0,70,,,,0,,,0.0,78,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
79,efzqopxz,,0,0,70,,,,0,,,0.0,79,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
80,0q0gyh9t,,0,0,70,,,,0,,,0.0,80,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
81,w28aaxff,,0,0,70,,,,0,,,0.0,81,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
82,ibf40k8z,,0,0,70,,,,0,,,0.0,82,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
83,ba8fbk1o,,0,0,70,,,,0,,,0.0,83,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
84,x9vadw7n,,0,0,70,,,,0,,,0.0,84,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
85,6vxb9gn4,,0,0,70,,,,0,,,0.0,85,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
86,fngfh72l,,0,0,70,,,,0,,,0.0,86,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
87,2xeddjt9,,0,0,70,,,,0,,,0.0,87,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
88,ddhl9fff,,0,0,70,,,,0,,,0.0,88,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
89,o564ai8y,,0,0,70,,,,0,,,0.0,89,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
90,qcofhnlw,,0,0,70,,,,0,,,0.0,90,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
91,c61pdmqd,,0,0,70,,,,0,,,0.0,91,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
92,fk0gq1nb,,0,0,70,,,,0,,,0.0,92,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
93,chyz82nq,,0,0,70,,,,0,,,0.0,93,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
94,h4vjmlqs,,0,0,70,,,,0,,,0.0,94,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
95,8p1r6exq,,0,0,70,,,,0,,,0.0,95,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
96,1i9fnrv6,,0,0,70,,,,0,,,0.0,96,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
97,h1yt26o9,,0,0,70,,,,0,,,0.0,97,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
98,t28sz4b4,,0,0,70,,,,0,,,0.0,98,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
99,c0yupngd,,0,0,70,,,,0,,,0.0,99,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
100,t2xeaqj8,,0,0,70,,,,0,,,0.0,100,,0.0,,treatment,,,,,,,,,,,,,,,,,,,1,1,sttmxluq,,,,,0
